danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_pop,artist,genres,track_pop,song_name,release_date
0.654,0.726,10,-3.803,0,0.0401,0.0311,0.0000635,0.0618,0.728,103.987,audio_features,2kWowW0k4oFymhkr7LmvzO,spotify:track:2kWowW0k4oFymhkr7LmvzO,https://api.spotify.com/v1/tracks/2kWowW0k4oFymhkr7LmvzO,https://api.spotify.com/v1/audio-analysis/2kWowW0k4oFymhkr7LmvzO,211960,4,52,KONGOS,modern_alternative_rock modern_blues_rock modern_rock south_african_rock,66,Come with Me Now,2014-01-27
0.842,0.482,10,-8.846,0,0.181,0.281,0,0.111,0.205,92.023,audio_features,0MirjRAnvfJr3pumGsTwMi,spotify:track:0MirjRAnvfJr3pumGsTwMi,https://api.spotify.com/v1/tracks/0MirjRAnvfJr3pumGsTwMi,https://api.spotify.com/v1/audio-analysis/0MirjRAnvfJr3pumGsTwMi,337640,4,84,Lil Wayne,hip_hop new_orleans_rap pop_rap rap trap,0,Believe Me,2014-05-28
0.863,0.609,9,-5.231,1,0.0564,0.000349,0.00000397,0.129,0.326,140.02,audio_features,1XHjU0TGIgl5lMFKAF25Y3,spotify:track:1XHjU0TGIgl5lMFKAF25Y3,https://api.spotify.com/v1/tracks/1XHjU0TGIgl5lMFKAF25Y3,https://api.spotify.com/v1/audio-analysis/1XHjU0TGIgl5lMFKAF25Y3,252520,4,64,Mike WiLL Made-It,atl_hip_hop pop_rap rap southern_hip_hop trap underground_hip_hop,0,23,2013-01-01
0.527,0.902,6,-5.352,1,0.0601,0.344,0.0000463,0.0669,0.709,181.964,audio_features,5dNGORzxFb5z3v7vSAFkTU,spotify:track:5dNGORzxFb5z3v7vSAFkTU,https://api.spotify.com/v1/tracks/5dNGORzxFb5z3v7vSAFkTU,https://api.spotify.com/v1/audio-analysis/5dNGORzxFb5z3v7vSAFkTU,191040,4,63,Jake Owen,contemporary_country country country_road,58,Beachin',2013-12-02
0.767,0.782,7,-5.545,1,0.14,0.0541,0,0.338,0.827,116.491,audio_features,6I3KeXBT0E9MoMqYz8srVq,spotify:track:6I3KeXBT0E9MoMqYz8srVq,https://api.spotify.com/v1/tracks/6I3KeXBT0E9MoMqYz8srVq,https://api.spotify.com/v1/audio-analysis/6I3KeXBT0E9MoMqYz8srVq,220319,4,73,Macklemore & Ryan Lewis,dance_pop pop pop_rap seattle_hip_hop,0,White Walls (feat. ScHoolboy Q & Hollis),2012-10-10
0.494,0.951,9,-4.237,1,0.132,0.000569,0,0.327,0.441,160.025,audio_features,1CQ2cMfrmFM1YdfmjENKVE,spotify:track:1CQ2cMfrmFM1YdfmjENKVE,https://api.spotify.com/v1/tracks/1CQ2cMfrmFM1YdfmjENKVE,https://api.spotify.com/v1/audio-analysis/1CQ2cMfrmFM1YdfmjENKVE,202496,4,78,5 Seconds of Summer,boy_band dance_pop pop post-teen_pop,72,She Looks So Perfect,2014-06-27
0.595,0.736,8,-3.115,1,0.0406,0.116,0,0.0931,0.506,127.956,audio_features,1o4XQ7tYJrDxgEpJufbOI8,spotify:track:1o4XQ7tYJrDxgEpJufbOI8,https://api.spotify.com/v1/tracks/1o4XQ7tYJrDxgEpJufbOI8,https://api.spotify.com/v1/audio-analysis/1o4XQ7tYJrDxgEpJufbOI8,217347,4,74,Zedd,complextro dance_pop edm electro_house electropop german_techno pop pop_dance pop_rap post-teen_pop tropical_house,0,Stay The Night - Featuring Hayley Williams Of Paramore,2012
0.418,0.441,11,-11.522,0,0.283,0.029,0.0707,0.306,0.172,175.928,audio_features,5hgnY0mVcVetszbb85qeDg,spotify:track:5hgnY0mVcVetszbb85qeDg,https://api.spotify.com/v1/tracks/5hgnY0mVcVetszbb85qeDg,https://api.spotify.com/v1/audio-analysis/5hgnY0mVcVetszbb85qeDg,319467,4,86,Beyoncé,dance_pop pop r&b,70,Partition,2014-11-24
0.708,0.596,8,-7.692,0,0.0412,0.0523,0,0.0555,0.588,133.955,audio_features,4sozsbVtlFDe74usgfDPOQ,spotify:track:4sozsbVtlFDe74usgfDPOQ,https://api.spotify.com/v1/tracks/4sozsbVtlFDe74usgfDPOQ,https://api.spotify.com/v1/audio-analysis/4sozsbVtlFDe74usgfDPOQ,278067,3,71,ScHoolboy Q,gangster_rap hip_hop pop_rap rap southern_hip_hop trap underground_hip_hop,0,Studio,2014-01-01
0.559,0.716,11,-3.964,0,0.39,0.737,0,0.252,0.504,176.618,audio_features,0mkjekH9rwp4Fg5PxzUTrd,spotify:track:0mkjekH9rwp4Fg5PxzUTrd,https://api.spotify.com/v1/tracks/0mkjekH9rwp4Fg5PxzUTrd,https://api.spotify.com/v1/audio-analysis/0mkjekH9rwp4Fg5PxzUTrd,275227,4,97,Drake,canadian_hip_hop canadian_pop hip_hop rap toronto_rap,0,0 To 100 / The Catch Up,2013-07-14
0.587,0.559,1,-7.742,1,0.0321,0.399,0.00000669,0.0992,0.19,92.036,audio_features,5aj0xPGiEUN3aI2oOYu14S,spotify:track:5aj0xPGiEUN3aI2oOYu14S,https://api.spotify.com/v1/tracks/5aj0xPGiEUN3aI2oOYu14S,https://api.spotify.com/v1/audio-analysis/5aj0xPGiEUN3aI2oOYu14S,221173,4,69,Lee Brice,contemporary_country country country_road,66,I Don't Dance,2014-09-09
0.68,0.888,9,-5.308,1,0.055,0.0527,0.00000282,0.0575,0.484,90.076,audio_features,6s9m5J92By7jii22Q2XtY2,spotify:track:6s9m5J92By7jii22Q2XtY2,https://api.spotify.com/v1/tracks/6s9m5J92By7jii22Q2XtY2,https://api.spotify.com/v1/audio-analysis/6s9m5J92By7jii22Q2XtY2,169587,4,70,Miranda Lambert,contemporary_country country country_dawn,65,Somethin' Bad (with Carrie Underwood) - Duet with Carrie Underwood [Album],2014-06-02
0.583,0.655,0,-5.407,1,0.0315,0.111,0.00000357,0.113,0.201,119.759,audio_features,5AnCLGg35ziFOloEnXK4uu,spotify:track:5AnCLGg35ziFOloEnXK4uu,https://api.spotify.com/v1/tracks/5AnCLGg35ziFOloEnXK4uu,https://api.spotify.com/v1/audio-analysis/5AnCLGg35ziFOloEnXK4uu,278747,4,80,Miley Cyrus,dance_pop pop,69,Adore You,2013-10-04
0.856,0.609,0,-7.223,1,0.0824,0.00801,0.0000815,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4,73,Mark Ronson,dance_pop pop,82,Uptown Funk (feat. Bruno Mars),2015-01-12
0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,audio_features,34gCuhDGsG4bRPIf9bb02f,spotify:track:34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,281560,4,89,Ed Sheeran,pop uk_pop,83,Thinking out Loud,2014-06-21
0.689,0.481,10,-7.503,1,0.0815,0.369,0.00000103,0.0649,0.283,80.025,audio_features,7wqSzGeodspE3V6RBD5W8L,spotify:track:7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/tracks/7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/audio-analysis/7wqSzGeodspE3V6RBD5W8L,229526,4,81,Wiz Khalifa,dance_pop hip_hop pittsburgh_rap pop_rap rap southern_hip_hop trap,0,See You Again (feat. Charlie Puth),2015-03-10
0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,audio_features,4AtfPLLTc3Pi1eP6mXGej8,spotify:track:4AtfPLLTc3Pi1eP6mXGej8,https://api.spotify.com/v1/tracks/4AtfPLLTc3Pi1eP6mXGej8,https://api.spotify.com/v1/audio-analysis/4AtfPLLTc3Pi1eP6mXGej8,222093,4,69,Fetty Wap,dance_pop new_jersey_rap pop pop_rap rap southern_hip_hop trap,0,Trap Queen,2015-09-25
0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,audio_features,494OU6M7NOf4ICYb4zWCf5,spotify:track:494OU6M7NOf4ICYb4zWCf5,https://api.spotify.com/v1/tracks/494OU6M7NOf4ICYb4zWCf5,https://api.spotify.com/v1/audio-analysis/494OU6M7NOf4ICYb4zWCf5,235493,4,84,Maroon 5,pop,59,Sugar,2015-05-18
0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,audio_features,4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,199080,4,67,WALK THE MOON,dance_rock indie_poptimism modern_alternative_rock modern_rock pop_rock rock,82,Shut Up and Dance,2014-12-02
0.752,0.678,5,-5.421,1,0.0646,0.085,0.00000164,0.13,0.583,96.009,audio_features,580t2NTEMOuCHV1sN3uhyD,spotify:track:580t2NTEMOuCHV1sN3uhyD,https://api.spotify.com/v1/tracks/580t2NTEMOuCHV1sN3uhyD,https://api.spotify.com/v1/audio-analysis/580t2NTEMOuCHV1sN3uhyD,231827,4,100,Taylor Swift,pop,0,Blank Space,2014-10-27
0.819,0.768,8,-8.522,1,0.134,0.234,0,0.334,0.964,139.982,audio_features,1CvhKmrutTAta5awpJcFDn,spotify:track:1CvhKmrutTAta5awpJcFDn,https://api.spotify.com/v1/tracks/1CvhKmrutTAta5awpJcFDn,https://api.spotify.com/v1/audio-analysis/1CvhKmrutTAta5awpJcFDn,185131,4,49,Silentó,chicago_bop pinoy_hip_hop,0,Watch Me (Whip / Nae Nae),2015-05-04
0.66,0.372,2,-6.025,0,0.0314,0.417,0,0.0954,0.432,119.946,audio_features,4WGyY671Z37inSpCTBJoIm,spotify:track:4WGyY671Z37inSpCTBJoIm,https://api.spotify.com/v1/tracks/4WGyY671Z37inSpCTBJoIm,https://api.spotify.com/v1/audio-analysis/4WGyY671Z37inSpCTBJoIm,252227,3,93,The Weeknd,canadian_contemporary_r&b canadian_pop pop,0,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2014-12-23
0.356,0.567,0,-7.011,0,0.0798,0.0861,0,0.137,0.109,135.553,audio_features,25khomWgBVamSdKw7hzm3l,spotify:track:25khomWgBVamSdKw7hzm3l,https://api.spotify.com/v1/tracks/25khomWgBVamSdKw7hzm3l,https://api.spotify.com/v1/audio-analysis/25khomWgBVamSdKw7hzm3l,242253,5,93,The Weeknd,canadian_contemporary_r&b canadian_pop pop,0,The Hills,2015-08-28
0.782,0.685,4,-6.237,1,0.0309,0.166,0.0000118,0.16,0.603,118.016,audio_features,7vFoFDWqTX0mHzLfrF1Cfy,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/audio-analysis/7vFoFDWqTX0mHzLfrF1Cfy,180566,4,62,OMI,dance_pop,77,Cheerleader - Felix Jaehn Remix Radio Edit,2015-10-16
0.702,0.77,9,-5.416,0,0.0482,0.124,0,0.103,0.593,107.951,audio_features,6RsWqX8zABZLhZydXxEFOm,spotify:track:6RsWqX8zABZLhZydXxEFOm,https://api.spotify.com/v1/tracks/6RsWqX8zABZLhZydXxEFOm,https://api.spotify.com/v1/audio-analysis/6RsWqX8zABZLhZydXxEFOm,213520,4,93,The Weeknd,canadian_contemporary_r&b canadian_pop pop,0,Can't Feel My Face,2015-08-28
0.258,0.631,5,-6.617,0,0.0541,0.281,0,0.127,0.266,189.583,audio_features,7y2YUIyCuVhBidENVT0068,spotify:track:7y2YUIyCuVhBidENVT0068,https://api.spotify.com/v1/tracks/7y2YUIyCuVhBidENVT0068,https://api.spotify.com/v1/audio-analysis/7y2YUIyCuVhBidENVT0068,252539,4,78,Ellie Goulding,dance_pop edm electropop indietronica metropopolis pop post-teen_pop uk_pop,0,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2015-01-07
0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,audio_features,0IqKeD8ZSP72KbGYyzEcAs,spotify:track:0IqKeD8ZSP72KbGYyzEcAs,https://api.spotify.com/v1/tracks/0IqKeD8ZSP72KbGYyzEcAs,https://api.spotify.com/v1/audio-analysis/0IqKeD8ZSP72KbGYyzEcAs,241688,4,77,Hozier,irish_singer-songwriter pop,0,Take Me To Church,2014-07-20
0.654,0.655,11,-7.388,0,0.106,0.0294,0,0.139,0.221,170.16,audio_features,3QdYxkiZu3ilLRHU6lXYvn,spotify:track:3QdYxkiZu3ilLRHU6lXYvn,https://api.spotify.com/v1/tracks/3QdYxkiZu3ilLRHU6lXYvn,https://api.spotify.com/v1/audio-analysis/3QdYxkiZu3ilLRHU6lXYvn,200106,4,100,Taylor Swift,pop,0,Bad Blood,2015-05-17
0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,audio_features,4WjH9Bzt3kx7z8kl0awxh4,spotify:track:4WjH9Bzt3kx7z8kl0awxh4,https://api.spotify.com/v1/tracks/4WjH9Bzt3kx7z8kl0awxh4,https://api.spotify.com/v1/audio-analysis/4WjH9Bzt3kx7z8kl0awxh4,176561,4,73,Major Lazer,dance_pop edm electro_house moombahton pop pop_dance pop_rap tropical_house,0,Lean On (feat. MØ & DJ Snake),2015-05-29
0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,audio_features,7oGZAicScQt96OAW4AruYy,spotify:track:7oGZAicScQt96OAW4AruYy,https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy,https://api.spotify.com/v1/audio-analysis/7oGZAicScQt96OAW4AruYy,207719,4,78,Jason Derulo,dance_pop edm pop pop_rap post-teen_pop,74,Want to Want Me,2015-05-29
0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02,audio_features,5WfhXulggG0c6WoVeMPA8N,spotify:track:5WfhXulggG0c6WoVeMPA8N,https://api.spotify.com/v1/tracks/5WfhXulggG0c6WoVeMPA8N,https://api.spotify.com/v1/audio-analysis/5WfhXulggG0c6WoVeMPA8N,219200,4,100,Taylor Swift,pop,0,Shake It Off,2014-10-27
0.432,0.781,4,-4.038,0,0.0567,0.041,0.00000421,0.0789,0.197,139.432,audio_features,66hayvUbTotekKU3H4ta1f,spotify:track:66hayvUbTotekKU3H4ta1f,https://api.spotify.com/v1/tracks/66hayvUbTotekKU3H4ta1f,https://api.spotify.com/v1/audio-analysis/66hayvUbTotekKU3H4ta1f,250286,4,58,Jack Ü,dance_pop edm electro_house pop_dance,73,Where Are Ü Now (with Justin Bieber),2015-02-24
0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,audio_features,37f4ITSlgPX81ad2EvmVQr,spotify:track:37f4ITSlgPX81ad2EvmVQr,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr,https://api.spotify.com/v1/audio-analysis/37f4ITSlgPX81ad2EvmVQr,204013,4,61,Rachel Platten,dance_pop neo_mellow pop pop_rock post-teen_pop,76,Fight Song,2016-01-01
0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,audio_features,5NQbUaeTEOGdD6hHcre0dZ,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ,https://api.spotify.com/v1/audio-analysis/5NQbUaeTEOGdD6hHcre0dZ,196693,4,69,Fetty Wap,dance_pop new_jersey_rap pop pop_rap rap southern_hip_hop trap,74,679 (feat. Remy Boyz),2015-06-29
0.775,0.825,7,-5.402,1,0.0464,0.0506,0.00000103,0.111,0.95,139.091,audio_features,6gj08XDlv9Duc2fPOxUmVD,spotify:track:6gj08XDlv9Duc2fPOxUmVD,https://api.spotify.com/v1/tracks/6gj08XDlv9Duc2fPOxUmVD,https://api.spotify.com/v1/audio-analysis/6gj08XDlv9Duc2fPOxUmVD,182667,4,81,Meghan Trainor,dance_pop hip_pop pop post-teen_pop,72,Lips Are Movin,2015-01-09
0.884,0.765,8,-3.865,1,0.0882,0.063,0.00000704,0.118,0.594,99.987,audio_features,41Fflg7qHiVOD6dEPvsCzO,spotify:track:41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/audio-analysis/41Fflg7qHiVOD6dEPvsCzO,224573,4,68,Fifth Harmony,dance_pop girl_group pop post-teen_pop talent_show,73,Worth It (feat. Kid Ink),2015-01-30
0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,audio_features,0fgZUSa7D7aVvv3GfO0A1n,spotify:track:0fgZUSa7D7aVvv3GfO0A1n,https://api.spotify.com/v1/tracks/0fgZUSa7D7aVvv3GfO0A1n,https://api.spotify.com/v1/audio-analysis/0fgZUSa7D7aVvv3GfO0A1n,226581,4,59,Omarion,dance_pop hip_pop pop_r&b r&b southern_hip_hop urban_contemporary,69,Post to Be (feat. Chris Brown & Jhene Aiko),2014-12-02
0.752,0.775,9,-7.289,1,0.0546,0.0324,0,0.351,0.595,122.014,audio_features,4MflGTO2ZTcSQ12bWcyRgI,spotify:track:4MflGTO2ZTcSQ12bWcyRgI,https://api.spotify.com/v1/tracks/4MflGTO2ZTcSQ12bWcyRgI,https://api.spotify.com/v1/audio-analysis/4MflGTO2ZTcSQ12bWcyRgI,199263,4,69,Andy Grammer,dance_pop neo_mellow pop pop_rap pop_rock post-teen_pop,71,"Honey, I'm Good.",2014-08-05
0.679,0.487,5,-5.811,1,0.0352,0.545,0.0000336,0.0772,0.506,81.994,audio_features,2hYlWnPvVZtQZGWfb35HPQ,spotify:track:2hYlWnPvVZtQZGWfb35HPQ,https://api.spotify.com/v1/tracks/2hYlWnPvVZtQZGWfb35HPQ,https://api.spotify.com/v1/audio-analysis/2hYlWnPvVZtQZGWfb35HPQ,239317,4,87,Sam Smith,dance_pop pop uk_pop,0,I'm Not The Only One,2014-01-01
0.607,0.673,5,-6.484,0,0.0611,0.181,0,0.069,0.215,88.952,audio_features,5xdVqHtFS0eLuNp4Z8Wbpa,spotify:track:5xdVqHtFS0eLuNp4Z8Wbpa,https://api.spotify.com/v1/tracks/5xdVqHtFS0eLuNp4Z8Wbpa,https://api.spotify.com/v1/audio-analysis/5xdVqHtFS0eLuNp4Z8Wbpa,221280,4,84,Selena Gomez,dance_pop pop post-teen_pop,67,Good For You,2015-10-09
0.811,0.879,9,-3.724,1,0.0514,0.0476,0.00000191,0.109,0.962,134.064,audio_features,0ifSeVGUr7py5GggttDhXw,spotify:track:0ifSeVGUr7py5GggttDhXw,https://api.spotify.com/v1/tracks/0ifSeVGUr7py5GggttDhXw,https://api.spotify.com/v1/audio-analysis/0ifSeVGUr7py5GggttDhXw,188754,4,81,Meghan Trainor,dance_pop hip_pop pop post-teen_pop,59,All About That Bass,2014-06-30
0.598,0.786,2,-5.572,1,0.0382,0.00256,0.00143,0.117,0.456,95.021,audio_features,4cAXvxzp3q7NIg0gFXjjvi,spotify:track:4cAXvxzp3q7NIg0gFXjjvi,https://api.spotify.com/v1/tracks/4cAXvxzp3q7NIg0gFXjjvi,https://api.spotify.com/v1/audio-analysis/4cAXvxzp3q7NIg0gFXjjvi,231000,4,100,Taylor Swift,pop,0,Style,2014-10-27
0.903,0.62,2,-8.094,1,0.0587,0.00347,0.000119,0.0504,0.539,134.96,audio_features,2FBUoWkIuQXwayw2RNo5l6,spotify:track:2FBUoWkIuQXwayw2RNo5l6,https://api.spotify.com/v1/tracks/2FBUoWkIuQXwayw2RNo5l6,https://api.spotify.com/v1/audio-analysis/2FBUoWkIuQXwayw2RNo5l6,267067,4,97,Drake,canadian_hip_hop canadian_pop hip_hop rap toronto_rap,0,Hotline Bling,2016-05-06
0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,audio_features,285HeuLxsngjFn4GGegGNm,spotify:track:285HeuLxsngjFn4GGegGNm,https://api.spotify.com/v1/tracks/285HeuLxsngjFn4GGegGNm,https://api.spotify.com/v1/audio-analysis/285HeuLxsngjFn4GGegGNm,192560,4,88,David Guetta,big_room dance_pop edm pop pop_dance,74,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",2014-11-21
0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,audio_features,26rdOwwjC2UnweK3xeS58u,spotify:track:26rdOwwjC2UnweK3xeS58u,https://api.spotify.com/v1/tracks/26rdOwwjC2UnweK3xeS58u,https://api.spotify.com/v1/audio-analysis/26rdOwwjC2UnweK3xeS58u,190186,4,76,Flo Rida,dance_pop edm miami_hip_hop pop pop_rap,69,GDFR (feat. Sage the Gemini & Lookas),2015-04-07
0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,audio_features,3pzjHKrQSvXGHQ98dx18HI,spotify:track:3pzjHKrQSvXGHQ98dx18HI,https://api.spotify.com/v1/tracks/3pzjHKrQSvXGHQ98dx18HI,https://api.spotify.com/v1/audio-analysis/3pzjHKrQSvXGHQ98dx18HI,205680,4,89,Justin Bieber,canadian_pop pop,0,What Do You Mean?,2015-11-13
0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,1HNkqx9Ahdgi1Ixy2xkKkL,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,258987,4,89,Ed Sheeran,pop uk_pop,84,Photograph,2014-06-21
0.471,0.431,5,-6.129,0,0.0342,0.329,0,0.0854,0.289,157.98,audio_features,1MDoll6jK4rrk2BcFRP5i7,spotify:track:1MDoll6jK4rrk2BcFRP5i7,https://api.spotify.com/v1/tracks/1MDoll6jK4rrk2BcFRP5i7,https://api.spotify.com/v1/audio-analysis/1MDoll6jK4rrk2BcFRP5i7,295502,4,84,Adele,british_soul pop pop_soul uk_pop,0,Hello,2015-10-23
0.746,0.754,1,-6.681,1,0.067,0.0152,0,0.0486,0.764,149.882,audio_features,1WP1r7fuvRqZRnUaTi2I1Q,spotify:track:1WP1r7fuvRqZRnUaTi2I1Q,https://api.spotify.com/v1/tracks/1WP1r7fuvRqZRnUaTi2I1Q,https://api.spotify.com/v1/audio-analysis/1WP1r7fuvRqZRnUaTi2I1Q,206880,4,83,Shawn Mendes,canadian_pop dance_pop pop viral_pop,0,Stitches,2015-04-13
0.736,0.761,4,-5.449,0,0.0338,0.0966,0,0.0823,0.114,119.999,audio_features,7cgu4JBW3hq1GwTM1ilkKQ,spotify:track:7cgu4JBW3hq1GwTM1ilkKQ,https://api.spotify.com/v1/tracks/7cgu4JBW3hq1GwTM1ilkKQ,https://api.spotify.com/v1/audio-analysis/7cgu4JBW3hq1GwTM1ilkKQ,238427,4,75,Tove Lo,dance_pop electropop metropopolis pop swedish_electropop swedish_pop swedish_synthpop,67,Talking Body,2014-09-24
0.684,0.71,11,-3.574,0,0.0775,0.0106,0,0.456,0.464,93.022,audio_features,07BAaeVwEwkzQrE3qJxJ5S,spotify:track:07BAaeVwEwkzQrE3qJxJ5S,https://api.spotify.com/v1/tracks/07BAaeVwEwkzQrE3qJxJ5S,https://api.spotify.com/v1/audio-analysis/07BAaeVwEwkzQrE3qJxJ5S,222187,4,63,Nick Jonas,dance_pop edm pop post-teen_pop,0,Jealous - Remix,2015-11-20
0.721,0.802,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,audio_features,2bJvI42r8EF3wxjOuDav4r,spotify:track:2bJvI42r8EF3wxjOuDav4r,https://api.spotify.com/v1/tracks/2bJvI42r8EF3wxjOuDav4r,https://api.spotify.com/v1/audio-analysis/2bJvI42r8EF3wxjOuDav4r,229360,4,81,Pitbull,dance_pop miami_hip_hop pop pop_rap,79,Time of Our Lives,2014-11-21
0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,audio_features,7x5xYW5W42OGPAdHUyyguy,spotify:track:7x5xYW5W42OGPAdHUyyguy,https://api.spotify.com/v1/tracks/7x5xYW5W42OGPAdHUyyguy,https://api.spotify.com/v1/audio-analysis/7x5xYW5W42OGPAdHUyyguy,227480,5,61,R. City,reggae_fusion virgin_islands_reggae,77,Locked Away (feat. Adam Levine),2015-10-09
0.845,0.534,0,-8.722,1,0.0385,0.00108,0.0000118,0.0689,0.726,104.972,audio_features,0pn6qyOJYNwP9nhGg3L7dV,spotify:track:0pn6qyOJYNwP9nhGg3L7dV,https://api.spotify.com/v1/tracks/0pn6qyOJYNwP9nhGg3L7dV,https://api.spotify.com/v1/audio-analysis/0pn6qyOJYNwP9nhGg3L7dV,189907,4,50,Natalie La Rose,unknown,0,Somebody,2014-01-06
0.579,0.268,2,-5.65,1,0.0442,0.868,0,0.12,0.321,205.903,audio_features,5XzmZjXhMjDHr7ZfJ6DELQ,spotify:track:5XzmZjXhMjDHr7ZfJ6DELQ,https://api.spotify.com/v1/tracks/5XzmZjXhMjDHr7ZfJ6DELQ,https://api.spotify.com/v1/audio-analysis/5XzmZjXhMjDHr7ZfJ6DELQ,188238,4,89,Rihanna,barbadian_pop dance_pop pop urban_contemporary,0,FourFiveSeconds,2015-01-24
0.383,0.861,4,-2.816,0,0.0777,0.0038,0,0.11,0.48,176.084,audio_features,0yhPEz5KxlDwckGJaMlZqM,spotify:track:0yhPEz5KxlDwckGJaMlZqM,https://api.spotify.com/v1/tracks/0yhPEz5KxlDwckGJaMlZqM,https://api.spotify.com/v1/audio-analysis/0yhPEz5KxlDwckGJaMlZqM,228360,4,76,Fall Out Boy,emo modern_rock,0,Centuries,2015-01-16
0.748,0.741,6,-3.103,1,0.0531,0.00419,0,0.147,0.537,128.077,audio_features,6LruRSXPlIXfk6wRgBUWaY,spotify:track:6LruRSXPlIXfk6wRgBUWaY,https://api.spotify.com/v1/tracks/6LruRSXPlIXfk6wRgBUWaY,https://api.spotify.com/v1/audio-analysis/6LruRSXPlIXfk6wRgBUWaY,213053,4,69,Fetty Wap,dance_pop new_jersey_rap pop pop_rap rap southern_hip_hop trap,0,My Way (feat. Monty),2015-09-25
0.553,0.723,11,-5.607,1,0.0453,0.102,0,0.212,0.473,157.998,audio_features,7vWGeYZJUzBXKGPro05UXS,spotify:track:7vWGeYZJUzBXKGPro05UXS,https://api.spotify.com/v1/tracks/7vWGeYZJUzBXKGPro05UXS,https://api.spotify.com/v1/audio-analysis/7vWGeYZJUzBXKGPro05UXS,243707,4,69,Sam Hunt,contemporary_country country country_pop country_road,0,Take Your Time,2014-10-24
0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,audio_features,16pwlVsypm4aDKMhXdOuXg,spotify:track:16pwlVsypm4aDKMhXdOuXg,https://api.spotify.com/v1/tracks/16pwlVsypm4aDKMhXdOuXg,https://api.spotify.com/v1/audio-analysis/16pwlVsypm4aDKMhXdOuXg,231013,4,84,Maroon 5,pop,60,Animals,2015-05-18
